,SubDivName,medianPrSqFt_2000,medianHage_2000,medianHPrice_2000,medianPrSqFt_2005,medianHage_2005,medianHPrice_2005,medianPrSqFt_2010,medianHage_2010,medianHPrice_2010,medianPrSqFt_2015,medianHage_2015,medianHPrice_2015,medianPrSqFt_2020,medianHage_2020,medianHPrice_2020,subDivAge_2000,subDivAge_2005,subDivAge_2010,subDivAge_2015,subDivAge_2020
0,70303 LEAD MINE,void,void,28000.0,void,void,28000.0,void,void,void,void,void,void,void,void,void,void,void,void,void,void
1,A W KELLY HEIRS,61.0,100.0,40000.0,75.0,6.0,205446.0,123.19149999999999,71.0,308668.0,130.0,16.0,345858.0,159.0,21.0,424859.0,1.0,6.0,11.0,16.0,21.0
2,ADELAID CRENSHAW,62.0,80.0,73322.0,62.0,85.0,70161.0,92.7465,90.0,106676.0,89.0,95.0,105493.0,125.0,100.0,157234.0,80.0,85.0,90.0,95.0,100.0
3,ALEXANDRIA SQUARE,void,void,35000.0,86.0,4.0,187357.5,101.4785,9.0,225188.0,101.0,14.0,216383.0,126.0,19.0,272332.0,void,4.0,9.0,14.0,19.0
4,AMMONDALE,102.0,21.5,303601.0,102.0,26.0,293667.0,132.7885,31.0,439357.0,139.0,36.0,424277.0,161.0,41.0,486557.0,25.0,30.0,35.0,40.0,45.0
5,ANDERSON FOREST,123.0,9.0,329908.0,void,13.0,342959.0,176.955,18.0,507453.0,183.0,23.0,532445.0,209.0,28.0,618663.5,13.0,18.0,23.0,28.0,33.0
6,ANDERSON HEIGHTS,150.0,51.0,264664.0,144.0,55.0,293312.0,219.31599999999997,60.0,537006.0,219.0,63.0,595151.0,256.5,70.0,691162.0,51.0,56.0,61.0,66.0,71.0
7,ANDREW J REMALEY,119.0,40.0,141569.0,87.0,24.5,217314.0,139.54149999999998,29.5,335110.0,138.0,14.0,346749.0,169.0,19.0,423254.0,void,void,4.0,9.0,14.0
8,ANDREWS,107.0,42.0,188346.5,107.0,47.0,188346.5,176.66949999999997,51.0,387737.0,198.0,56.5,418255.0,216.0,61.5,502107.0,50.0,55.0,60.0,65.0,70.0
9,ANTHONY PROPERTY,96.0,13.0,133995.0,96.0,18.0,133995.0,145.898,23.0,198130.0,140.0,28.0,192393.0,186.0,33.0,251973.0,14.0,19.0,24.0,29.0,34.0
10,APPOLLO HEIGHTS,68.0,31.0,69639.0,68.0,36.0,70188.0,87.03399999999999,41.0,91337.0,61.0,46.0,68503.0,122.0,51.0,136165.0,30.0,35.0,40.0,45.0,50.0
11,ARDEN FOREST,119.0,5.0,375063.0,115.5,9.5,370150.0,156.7325,14.0,508336.0,158.5,18.5,500917.5,182.0,23.5,607756.0,5.0,10.0,15.0,20.0,25.0
12,ARLINGTON HILLS,96.0,7.0,164447.0,95.0,12.0,164503.0,124.30449999999999,17.0,216538.0,150.0,22.0,260299.0,186.0,27.0,334004.0,6.0,11.0,16.0,21.0,26.0
13,ARLINGTON PLACE,void,70.0,146250.0,130.5,3.0,482182.0,192.84,7.0,711837.0,198.0,12.0,717736.5,200.0,17.0,741198.5,0.0,5.0,10.0,15.0,20.0
14,ARTHUR HUNTER,59.0,27.5,64247.0,59.0,32.5,64247.0,84.0005,37.5,96514.5,85.0,42.5,92799.0,119.0,47.5,130165.5,41.0,46.0,51.0,56.0,61.0
15,ASBURY PARK,78.0,31.5,144058.0,75.0,25.0,170610.0,90.15950000000001,30.0,175106.0,94.0,35.0,185550.0,117.0,40.0,235549.0,21.0,26.0,31.0,36.0,41.0
16,ASHEBROOK,101.0,20.0,124090.0,101.0,25.0,124090.0,133.0475,30.0,164808.5,130.5,35.0,161440.0,196.0,40.0,239212.5,22.0,27.0,32.0,37.0,42.0
17,ASHLAND PLACE,131.0,18.0,159358.0,131.0,23.0,159358.0,184.3865,28.0,233086.0,196.0,33.0,262280.0,231.0,38.0,310769.0,18.0,23.0,28.0,33.0,38.0
18,ASHLEIGH PLACE TOWNHOMES,81.0,15.0,113588.0,81.0,20.0,113588.0,107.726,25.0,156559.0,104.0,30.0,166900.0,127.0,35.0,208403.0,15.0,20.0,25.0,30.0,35.0
19,ASHLEY PARK,75.5,34.0,161384.5,75.0,39.0,161651.5,107.98949999999999,44.0,233336.0,124.0,49.0,268835.0,174.0,54.0,391285.0,35.0,40.0,45.0,50.0,55.0
20,ASHLEY RIDGE,94.5,5.0,204667.5,94.0,9.5,206992.5,149.951,14.5,325500.0,153.5,19.5,336068.0,173.5,24.5,380566.0,6.0,11.0,16.0,21.0,26.0
21,ASHTON HALL,124.0,41.0,89580.0,91.0,2.0,157614.0,110.18,7.0,235905.0,95.0,12.0,205968.0,124.0,17.0,265656.0,0.0,5.0,10.0,15.0,20.0
22,ASHWORTH TOWNES,74.5,15.0,92857.0,74.5,20.0,92857.0,103.902,25.0,129928.5,104.0,30.0,131298.0,125.5,35.0,159581.0,15.0,20.0,25.0,30.0,35.0
23,ATHENA WOODS,69.0,18.0,167091.0,69.0,23.0,167091.0,75.393,28.0,186370.0,68.0,33.0,168794.0,106.0,38.0,256684.0,19.0,24.0,29.0,34.0,39.0
24,ATHENS DRIVE TOWNHOMES,67.0,14.0,88100.0,67.0,19.0,88100.0,79.3175,24.0,106969.0,83.0,29.0,106508.0,116.0,34.0,148402.0,14.0,19.0,24.0,29.0,34.0
25,ATHENS GROVE,157.0,40.0,86850.0,81.0,45.0,86850.0,121.49700000000001,28.5,216502.0,117.0,4.0,278516.0,164.0,9.0,387315.0,void,void,2.0,7.0,12.0
26,ATHENS WOODS,78.0,74.0,127882.5,112.0,1.0,270634.5,136.81,6.0,330079.0,131.0,11.0,322445.0,158.0,16.0,388067.0,void,4.0,9.0,14.0,19.0
27,ATKINS,71.0,32.5,115438.5,70.0,37.5,114118.5,86.3145,42.5,143323.5,96.5,47.5,146463.5,141.0,48.0,251656.0,41.0,46.0,51.0,56.0,61.0
28,AUTUMN WOODS TOWNHOMES,143.0,65.0,145835.0,143.0,70.0,145835.0,135.356,2.0,200195.0,122.0,7.0,177399.0,160.0,12.0,236749.0,void,void,3.0,8.0,13.0
29,BAGWELL,111.5,61.5,148674.0,109.5,66.5,151719.0,189.739,72.0,258187.0,196.0,77.0,278513.0,260.0,83.5,402627.0,80.0,85.0,90.0,95.0,100.0
30,BAILEYCROFT,97.0,5.0,258171.0,97.0,10.0,258171.0,134.8045,15.0,356467.0,137.0,20.0,365875.0,155.5,25.0,416712.0,6.0,11.0,16.0,21.0,26.0
31,BAKERS LANDING GREYSTONE,99.0,18.0,127304.0,101.0,23.0,129498.0,113.015,28.0,150172.0,107.0,33.0,145656.0,153.0,38.0,209156.0,18.0,23.0,28.0,33.0,38.0
32,BANBURY WOODS PLACE,123.0,48.0,1.0,126.0,5.0,216870.0,164.667,10.0,284216.0,154.0,15.0,265636.0,192.0,20.0,330863.0,1.0,6.0,11.0,16.0,21.0
33,BARTON PLACE TOWNHOMES,120.5,12.0,113412.0,120.5,17.0,113412.0,175.085,22.0,168855.5,179.0,27.0,173476.5,239.5,32.0,232158.0,12.0,17.0,22.0,27.0,32.0
34,BASHFORD ROAD,95.0,5.0,122058.0,95.0,10.0,122058.0,135.8195,15.0,171286.0,130.5,20.0,173682.5,169.5,25.0,226228.0,5.0,10.0,15.0,20.0,25.0
35,BATTERY HEIGHTS,53.0,50.0,54224.0,54.0,55.0,58083.5,76.3035,60.0,92352.0,92.5,65.0,121729.5,177.0,66.0,242675.5,75.0,80.0,85.0,90.0,95.0
36,BEACON LAKE,60.0,38.0,43517.5,53.0,39.0,16390.0,75.6115,42.0,127574.0,65.0,47.0,128889.5,115.0,52.0,222970.0,47.0,52.0,57.0,62.0,67.0
37,BEAVERDAM HEIGHTS,115.0,43.0,231650.0,114.0,48.0,232855.0,197.937,54.0,409809.5,186.5,58.0,420826.0,221.0,63.0,514708.0,46.0,51.0,56.0,61.0,66.0
38,BECKANA,103.0,42.0,202166.0,102.0,47.0,203166.0,177.11450000000002,51.5,364033.5,180.0,57.0,373822.0,214.5,61.5,474193.0,43.0,48.0,53.0,58.0,63.0
39,BEDFORD HEIGHTS,134.0,62.0,185750.0,129.0,66.5,189321.5,208.06150000000002,71.5,318817.0,213.0,75.0,385184.5,243.5,80.0,445055.5,82.0,87.0,92.0,97.0,102.0
40,BELDEN,91.5,1.0,26000.0,88.5,6.0,157569.0,102.53999999999999,11.0,180281.5,96.0,16.0,167619.5,137.0,21.0,238338.5,3.0,8.0,13.0,18.0,23.0
41,BELLEVUE TERRACE,122.0,43.0,199659.0,120.0,47.0,199808.5,190.31599999999997,51.5,347267.0,202.0,55.0,416779.0,236.5,53.0,623647.0,53.0,58.0,63.0,68.0,73.0
42,BELLEWOOD FOREST,void,void,647000.0,void,void,647000.0,void,void,void,void,void,void,void,void,void,void,void,void,void,void
43,BELVIDERE PARK,91.0,50.0,82221.0,91.0,55.0,83850.0,153.0535,60.0,148446.0,192.5,65.0,189381.0,258.5,70.0,317826.5,52.0,57.0,62.0,67.0,72.0
44,BEMBRIDGE,102.0,4.0,294844.0,102.0,9.0,293692.0,149.253,14.0,428024.0,144.0,19.0,414467.0,162.0,24.0,470347.0,1.0,6.0,11.0,16.0,21.0
45,BENNETT PLACE,119.0,2.0,60000.0,121.5,2.0,365129.0,151.797,7.0,475698.0,142.0,12.0,455548.0,166.0,17.0,536822.5,4.0,9.0,14.0,19.0,24.0
46,BENNETT WOODS,72.0,14.0,154153.0,72.0,19.0,20000.0,126.00800000000001,5.0,307172.0,152.5,10.0,386943.5,212.0,15.0,505257.0,void,0.0,5.0,10.0,15.0
47,BENT CREEK,77.0,15.0,90508.0,77.0,20.0,90508.0,86.09700000000001,25.0,100989.0,91.0,30.0,106258.0,137.0,35.0,159819.0,15.0,20.0,25.0,30.0,35.0
48,BENT TREE SOUTH,115.0,5.0,416939.0,115.0,10.0,418720.0,154.217,15.0,568339.5,154.0,20.0,567251.5,173.0,25.0,635723.5,6.0,11.0,16.0,21.0,26.0
49,BENTLEY RIDGE TOWNHOMES,106.0,1.0,50000.0,void,void,void,138.483,10.0,332235.0,147.0,15.0,354604.0,163.0,20.0,399331.0,2.0,7.0,12.0,17.0,22.0
50,BERKELY SQUARE TOWNHOMES,71.0,42.0,85509.0,71.0,47.0,85509.0,122.90799999999999,4.0,279371.0,136.0,9.0,307998.0,148.0,14.0,336605.0,void,void,4.0,9.0,14.0
51,BESSIE BLOUNT PATTERSON,void,void,2900.0,void,void,2900.0,void,void,void,void,void,void,void,1.0,77500.0,void,void,void,void,void
52,BILTMORE HILLS,66.0,40.0,70653.0,66.0,45.0,70807.5,90.572,50.0,97602.0,78.0,55.0,84684.5,123.0,60.0,136491.0,void,void,void,void,void
53,BIRCHWOOD HILLS,80.0,34.0,176694.0,80.0,39.0,176459.0,116.717,44.0,259114.5,131.0,49.0,295947.0,155.0,54.0,358090.0,36.0,41.0,46.0,51.0,56.0
54,BLANTHEM,60.0,17.0,239493.0,60.0,22.0,239493.0,79.142,27.0,316567.0,81.0,32.0,324969.0,96.0,37.0,382332.0,17.0,22.0,27.0,32.0,37.0
55,BLEEKER COURT,59.5,20.0,141823.0,59.5,25.0,141823.0,77.2345,30.0,198267.0,82.5,35.0,194294.0,92.0,40.0,216241.5,20.0,25.0,30.0,35.0,40.0
56,BLENHEIM PLACE,128.5,23.0,346156.0,124.0,28.0,353444.0,219.945,33.0,695508.0,215.0,38.0,652802.0,235.0,43.0,731206.0,22.0,27.0,32.0,37.0,42.0
57,BLOOMSBURY,148.0,73.0,259463.0,147.0,77.0,261793.5,217.859,83.0,461034.0,218.0,88.0,502620.5,264.0,92.0,596789.5,89.0,94.0,99.0,104.0,109.0
58,BLUE MOON RIDGE,127.0,52.0,169038.0,127.0,57.0,169038.0,205.416,63.0,303236.5,208.0,67.0,339025.0,248.5,72.0,435934.5,75.0,80.0,85.0,90.0,95.0
59,BLUFFRIDGE AT GREYSTONE,99.0,16.0,191616.0,98.0,21.0,191163.0,132.882,26.0,263838.0,146.0,31.0,290854.0,152.0,36.0,306187.0,16.0,21.0,26.0,31.0,36.0
60,BOLTON,121.0,28.0,254761.0,121.0,33.0,254158.0,209.24200000000002,42.5,489593.0,211.0,42.5,586103.5,240.5,47.0,664787.0,29.0,34.0,39.0,44.0,49.0
61,BOSTIAN,147.0,35.0,362150.0,154.0,40.0,349713.0,202.696,44.5,749356.5,208.0,50.0,747841.0,231.0,54.5,850050.0,35.0,40.0,45.0,50.0,55.0
62,BOULEVARD PARK,86.0,49.0,118289.0,83.0,54.0,118773.0,108.24699999999999,59.0,149355.5,102.0,63.5,151877.5,138.0,68.0,201302.0,49.0,54.0,59.0,64.0,69.0
63,BOYLAN HEIGHTS,87.5,77.0,141665.0,87.0,82.0,142401.0,180.84900000000002,88.0,316632.0,180.0,92.0,336400.5,238.0,98.0,466994.0,115.0,120.0,125.0,130.0,135.0
64,BOYLAN HEIGHTS INFILL,76.0,80.0,176378.0,140.0,1.0,306991.0,239.925,6.0,632443.0,241.0,11.0,634891.0,258.0,16.0,751414.0,void,1.0,6.0,11.0,16.0
65,BRADFORD PLACE,void,void,102000.0,86.5,4.0,110739.0,107.663,9.0,160291.5,113.5,14.0,163573.5,151.5,19.0,219438.0,0.0,5.0,10.0,15.0,20.0
66,BRANDERMILL,90.0,17.0,156185.0,89.0,22.0,159271.0,128.171,27.0,226924.0,135.0,32.0,241990.0,161.0,37.0,289891.0,18.0,23.0,28.0,33.0,38.0
67,BRECKENRIDGE II,92.0,13.0,165281.0,90.0,18.0,167499.0,130.6805,23.0,250530.0,137.0,28.0,264571.0,153.0,33.0,302546.0,14.0,19.0,24.0,29.0,34.0
68,BRECKENRIDGE III,96.0,4.0,229721.0,96.0,9.0,235394.0,129.153,14.0,318279.5,128.0,19.0,321723.0,154.0,24.0,395013.0,6.0,11.0,16.0,21.0,26.0
69,BRENTWOOD ESTATES,74.0,35.0,123627.0,74.0,40.0,123878.0,87.586,45.0,147321.0,84.0,50.0,140941.0,116.0,55.0,195483.0,39.0,44.0,49.0,54.0,59.0
70,BRENTWOOD TODAY,80.0,20.0,109873.0,79.0,25.0,109985.0,95.904,29.0,132206.5,101.5,34.0,144540.0,124.0,39.0,174540.0,22.0,27.0,32.0,37.0,42.0
71,BRENTWOOD VILLAS,70.0,18.0,77740.5,70.0,23.0,77740.5,85.17850000000001,28.0,93220.0,76.5,33.0,84796.0,103.5,38.0,113991.0,19.0,24.0,29.0,34.0,39.0
72,BRIARCLIFF,79.0,35.0,217783.5,79.0,40.0,223729.5,131.6055,45.0,374942.0,151.0,50.0,435059.0,187.0,55.0,559377.0,36.0,41.0,46.0,51.0,56.0
73,BRIARWOOD NORTH,79.0,27.0,153175.0,79.0,32.0,153175.0,124.507,37.0,268738.0,144.0,42.0,284334.0,185.5,47.0,373260.0,27.0,32.0,37.0,42.0,47.0
74,BRIDGETON PARK,105.0,3.0,259333.0,105.0,8.0,283442.0,162.845,13.0,456557.5,157.0,18.0,442520.5,175.0,23.0,503976.0,5.0,10.0,15.0,20.0,25.0
75,BRISTOL,86.0,6.0,128050.0,86.0,11.0,128050.0,105.337,16.0,155883.0,105.0,21.0,155453.0,140.0,26.0,209847.0,11.0,16.0,21.0,26.0,31.0
76,BRITTANY ESTATES,224.0,31.5,205721.0,85.0,25.0,56000.0,148.7265,3.0,476429.5,128.0,8.0,400486.0,146.5,13.0,484282.5,void,0.0,5.0,10.0,15.0
77,BRITTANY WOODS,94.0,16.0,137103.0,94.0,21.0,136949.5,130.6415,26.0,190655.5,146.0,31.0,217229.5,170.0,36.0,253234.0,17.0,22.0,27.0,32.0,37.0
78,BRITTANY WOODS TOWNHOMES,92.0,12.0,115865.0,92.0,19.0,115515.0,98.167,24.0,125267.0,102.0,29.0,130302.0,140.0,34.0,182857.0,15.0,20.0,25.0,30.0,35.0
79,BRITTANY WOODS TOWNHOMES,92.0,12.0,115865.0,92.0,19.0,115515.0,98.167,24.0,125267.0,102.0,29.0,130302.0,140.0,34.0,182857.0,6.0,11.0,16.0,21.0,26.0
80,BROAD OAKS TOWNHOMES,81.0,13.0,96688.0,87.5,6.0,99269.0,104.49600000000001,11.0,133506.0,105.0,16.0,133678.0,156.0,21.0,197307.0,13.0,18.0,23.0,28.0,33.0
81,BROADLANDS,82.0,14.0,110597.0,82.0,19.0,110685.0,102.947,24.0,140862.0,100.0,29.0,137487.0,129.0,34.0,174510.5,14.0,19.0,24.0,29.0,34.0
82,BROOK FOREST,106.5,6.0,37500.0,99.0,10.0,220501.0,137.0405,15.0,342989.0,145.0,20.0,335798.0,170.0,25.0,392544.0,11.0,16.0,21.0,26.0,31.0
83,BROOKDALE,98.0,3.0,216895.0,98.0,8.0,216895.0,130.719,13.0,298748.0,136.0,18.0,302927.0,157.0,23.0,353182.0,6.0,11.0,16.0,21.0,26.0
84,BROOKHAVEN,94.0,30.0,233456.0,93.0,34.0,236014.0,141.718,39.0,374189.0,137.0,44.0,363561.5,161.0,49.0,433305.0,8.0,13.0,18.0,23.0,28.0
85,BROOKHAVEN WEST,113.0,2.0,344495.5,111.0,7.0,368119.0,141.5335,12.0,476049.0,132.0,17.0,437420.0,159.0,22.0,529462.0,6.0,11.0,16.0,21.0,26.0
86,BROOKLYN HILL,130.0,78.0,162949.5,118.5,83.0,162949.5,203.15200000000002,90.0,361413.0,207.5,95.0,474538.0,244.5,98.0,523523.0,115.0,120.0,125.0,130.0,135.0
87,BROOKSHIRE,161.0,65.0,130559.0,void,void,void,163.1705,3.0,607534.5,148.0,7.0,506647.0,156.5,12.5,557389.5,void,0.0,5.0,10.0,15.0
88,BROOKSIDE DR,106.0,46.0,106725.0,124.0,51.0,109078.0,177.532,56.0,211561.0,211.5,61.0,286887.5,219.0,66.0,389534.0,50.0,55.0,60.0,65.0,70.0
89,BROOKSIDE VILLAGE,void,void,44000.0,131.5,5.0,248913.0,140.126,10.0,281653.0,136.0,15.0,274221.0,162.5,20.0,327583.0,2.0,7.0,12.0,17.0,22.0
90,BROOKSTONE,void,void,392367.5,87.0,4.0,138348.0,99.764,9.0,158200.0,96.0,14.0,150644.0,127.0,19.0,200406.0,1.0,6.0,11.0,16.0,21.0
91,BROOKVIEW,133.0,50.0,64049.0,113.0,55.0,64049.0,179.47400000000002,60.0,100857.0,void,void,void,257.5,3.0,711174.5,85.0,90.0,95.0,100.0,105.0
92,BROOKWOOD,83.5,25.0,125336.0,83.0,30.0,125336.0,102.1825,35.0,158283.5,99.5,40.0,149705.5,127.0,45.0,194019.5,26.0,31.0,36.0,41.0,46.0
93,BROWN PLACE,78.0,28.0,132065.5,79.5,33.0,132434.5,99.126,38.0,171698.5,97.0,43.0,164663.5,122.5,48.0,214338.0,31.0,36.0,41.0,46.0,51.0
94,BRYAN WOODS,89.0,10.0,125056.0,88.0,15.0,125907.0,111.964,20.0,156549.0,110.0,25.0,157415.0,159.0,30.0,225116.0,11.0,16.0,21.0,26.0,31.0
95,BRYN MAWR,81.0,29.0,157019.5,81.0,34.0,158041.0,121.784,39.0,235410.5,119.0,44.0,241199.0,152.0,49.0,302872.0,31.0,36.0,41.0,46.0,51.0
96,BUDLEIGH,145.0,49.5,315065.0,142.0,54.0,343772.5,211.622,58.0,578588.5,219.0,63.0,625040.0,246.0,68.0,712042.0,59.0,64.0,69.0,74.0,79.0
97,BUFFALOE,93.0,39.0,101612.5,90.0,44.0,101612.5,106.365,49.0,124633.5,103.0,54.0,122562.5,136.0,59.0,160777.0,40.0,45.0,50.0,55.0,60.0
98,C J LASSITER,126.0,35.0,318489.5,123.0,40.0,310728.0,211.22799999999998,45.0,508025.0,220.5,50.0,528681.0,250.5,55.0,623708.0,36.0,41.0,46.0,51.0,56.0
99,C W SMITH,138.0,47.0,120575.0,135.0,52.0,117671.0,183.22199999999998,57.0,157895.0,233.0,62.0,229398.0,278.5,67.0,359122.0,50.0,55.0,60.0,65.0,70.0
100,CALENDER,54.0,21.0,143704.0,54.0,26.0,143704.0,61.604,31.0,157653.0,65.5,36.0,184382.0,105.0,41.0,291143.5,21.0,26.0,31.0,36.0,41.0
101,CAMBRIDGE,105.0,16.0,110336.5,105.0,21.0,117056.0,118.161,26.0,131400.0,124.0,31.0,139309.0,166.0,36.0,186561.0,16.0,21.0,26.0,31.0,36.0
102,CAMBRIDGE CORNER,void,void,178500.0,86.0,0.0,40000.0,130.144,4.5,365109.5,135.0,9.5,387665.0,170.0,14.5,482025.5,void,1.0,6.0,11.0,16.0
103,CAMBRIDGE ROAD,257.0,70.0,780111.0,214.0,75.0,650173.0,void,void,void,void,0.0,513050.0,void,void,void,void,void,void,void,void
104,CAMBRIDGE WOODS,177.5,11.0,708264.0,169.0,16.0,718684.5,218.2905,21.0,857222.5,210.5,26.0,829309.0,232.5,31.0,908756.5,13.0,18.0,23.0,28.0,33.0
105,CAMERON PARK,125.0,77.0,295316.0,124.0,82.0,305064.0,207.71599999999998,85.0,532497.0,210.0,90.0,570099.5,261.0,95.0,752818.0,85.0,90.0,95.0,100.0,105.0
106,CAMERON VIEW TOWNES,void,void,331200.0,117.0,4.0,215886.0,164.22,9.0,303202.0,148.0,14.0,274362.0,195.0,19.0,364326.0,void,4.0,9.0,14.0,19.0
107,CAMERON VILLAGE,116.5,48.0,193368.5,115.5,53.0,195173.0,214.604,58.0,385861.0,211.5,63.0,393423.5,262.0,68.0,511614.0,50.0,55.0,60.0,65.0,70.0
108,CAPITOL HEIGHTS,89.0,50.0,82283.0,88.0,55.0,82106.0,142.783,60.0,145881.5,188.0,65.0,180649.5,267.0,70.0,300871.0,55.0,60.0,65.0,70.0,75.0
109,CARALEIGH MILLS,58.0,90.0,56818.0,53.0,95.0,56818.0,78.776,100.0,78738.5,93.5,105.0,102142.5,134.5,107.5,195344.0,65.0,70.0,75.0,80.0,85.0
110,CARDINAL HILLS,82.0,40.0,122980.5,81.0,45.0,125239.5,119.2475,50.0,187291.0,125.0,55.0,197225.5,169.0,60.0,264082.5,43.0,48.0,53.0,58.0,63.0
111,CARLTON HEIGHTS,70.0,42.0,151347.5,68.0,47.0,154013.5,91.203,52.5,195310.0,91.0,57.0,193929.5,133.0,63.0,240564.0,53.0,58.0,63.0,68.0,73.0
112,CARLTON SQUARE,133.0,3.0,115000.0,126.0,6.0,95000.0,170.96,10.5,670305.0,180.0,11.0,706910.0,208.0,16.0,809411.0,4.0,9.0,14.0,19.0,24.0
113,CARNEGIE PARK TOWNHOMES,90.0,11.0,128128.5,89.5,17.0,129887.0,107.616,21.0,162410.0,112.0,26.0,169712.0,163.0,31.0,245559.0,8.0,13.0,18.0,23.0,28.0
114,CAROLINA AVENUE TOWNHOMES,73.0,6.0,68435.0,73.0,11.0,68435.0,68.567,16.0,64590.0,84.0,21.0,78751.0,112.0,26.0,105568.0,6.0,11.0,16.0,21.0,26.0
115,CAROLINA COUNTRY CLUB,254.0,41.5,847671.5,224.0,45.0,886242.0,void,void,void,void,void,void,void,void,void,44.0,49.0,54.0,59.0,64.0
116,CAROLINA HEIGHTS,67.0,15.0,84104.0,67.0,20.0,84104.0,74.113,25.0,94569.0,68.0,30.0,86555.0,84.0,35.0,106700.0,18.0,23.0,28.0,33.0,38.0
117,CAROLINA PINES,78.0,45.0,76886.5,78.0,50.0,76416.0,98.1045,55.0,98013.0,93.0,60.0,96328.0,144.5,65.0,146328.0,14.0,19.0,24.0,29.0,34.0
118,CARRIAGE BLUFFS,102.0,15.0,154456.0,101.0,20.0,165647.5,126.24600000000001,25.0,214245.0,114.0,30.0,198463.0,136.0,35.0,238112.0,14.0,19.0,24.0,29.0,34.0
119,CARRIAGE PLACE TOWNHOMES,125.0,97.0,228779.0,64.0,102.0,228779.0,119.275,2.0,168658.0,68.0,7.0,111752.0,92.0,12.0,149587.0,void,void,void,void,void
120,CARROLLTON WOODS,88.0,7.0,236289.0,79.5,12.0,236289.0,112.391,16.0,360167.0,126.0,21.0,374872.0,156.0,26.0,455868.5,8.0,13.0,18.0,23.0,28.0
121,CEDAR CHEST,211.0,23.0,1040863.0,195.0,28.0,1068173.0,void,void,void,void,void,void,void,void,void,void,void,1.0,6.0,11.0
122,CEDAR HILL ESTATES,75.0,29.0,151456.0,75.0,34.0,150781.0,99.225,39.0,200768.0,112.0,44.0,225976.5,141.0,49.0,284697.5,27.0,32.0,37.0,42.0,47.0
123,CEDAR HILLS ESTATES SEC 2,80.0,29.5,154685.5,80.0,34.5,154685.5,114.2495,39.5,222097.0,124.0,44.5,242746.0,169.5,49.5,335935.5,30.0,35.0,40.0,45.0,50.0
124,CEDAR VILLAGE,81.0,19.0,58562.0,81.0,24.0,58562.0,93.9905,29.0,68425.0,123.0,34.0,89466.0,138.0,39.0,100676.0,19.0,24.0,29.0,34.0,39.0
125,CEDARWOODS COUNTRY ESTATES,62.0,32.0,110367.0,61.5,37.0,109673.0,77.139,42.0,142234.5,76.0,47.0,142186.0,94.0,52.0,174268.0,void,void,void,void,void
126,CELEBRATION SQUARE TOWNHOMES,void,void,239200.0,88.0,5.0,116337.0,98.13,10.0,130419.0,101.0,15.0,134456.0,127.0,20.0,168950.0,0.0,5.0,10.0,15.0,20.0
127,CENTENNIAL PARK TOWNHOMES,335.0,80.0,296225.0,192.0,85.0,170000.0,void,void,void,156.0,2.0,229659.0,191.0,7.0,280377.0,void,void,void,4.0,9.0
128,CHADLEIGH POINTE,102.0,5.0,105000.0,116.0,6.0,326673.5,150.189,11.0,425196.0,139.0,16.0,389641.0,162.0,21.0,451799.0,6.0,11.0,16.0,21.0,26.0
129,CHADWICK TOWNHOMES,101.0,12.0,131833.0,void,17.0,131833.0,116.165,22.0,192370.0,113.0,27.0,187869.0,151.0,32.0,249918.0,13.0,18.0,23.0,28.0,33.0
130,CHALFANT,145.5,9.0,569709.0,151.0,12.0,604089.0,223.399,17.0,832771.0,225.0,26.0,848131.0,202.5,31.0,966260.5,13.0,18.0,23.0,28.0,33.0
131,CHAMBER COURT,128.0,16.0,507310.0,57.0,21.0,448762.0,void,26.0,788147.0,229.0,1.0,710668.0,269.0,6.0,835161.0,void,void,void,2.0,7.0
132,CHARLES A POE,79.0,34.0,184005.0,79.0,39.0,184005.0,122.28099999999999,44.0,264849.0,110.0,49.0,266057.0,134.0,54.0,299633.0,34.0,39.0,44.0,49.0,54.0
133,CHARLES BLOUNT,136.0,46.0,155292.0,132.0,51.0,155292.0,198.21,56.0,277303.0,199.0,59.5,286277.0,234.0,63.0,321843.0,46.0,51.0,56.0,61.0,66.0
134,CHARLES W HOLLAND,38.0,80.0,42239.0,31.0,85.0,36285.0,108.658,99.0,142750.0,142.0,95.0,182552.0,232.0,118.0,333603.0,80.0,85.0,90.0,95.0,100.0
135,CHARLESTON OAKS AT NORTH RIDGE,93.0,38.0,111023.0,93.0,43.0,111023.0,175.49400000000003,48.0,209891.0,135.0,2.0,434653.0,145.0,7.0,464873.0,void,void,void,4.0,9.0
136,CHARLESTON PARK,72.0,5.0,113784.0,72.0,10.0,116219.0,84.473,15.0,136467.0,76.0,20.0,123110.0,111.0,25.0,178954.0,8.0,13.0,18.0,23.0,28.0
137,CHARLESTON RIDGE,128.5,13.0,284846.0,128.5,18.0,288079.0,229.074,23.0,562467.0,185.0,28.0,425525.5,198.0,33.0,473848.5,13.0,18.0,23.0,28.0,33.0
138,CHASE COURT,173.0,8.0,857858.0,173.0,13.0,921358.0,void,void,void,void,void,void,void,void,void,11.0,16.0,21.0,26.0,31.0
139,CHATEAU LA POINTE,118.0,7.0,403548.0,118.0,12.0,403624.0,157.82,17.0,551080.0,159.0,22.0,563364.0,179.0,27.0,637288.0,11.0,16.0,21.0,26.0,31.0
140,CHATEAU RIDGE,90.0,27.0,209862.0,89.5,29.5,220899.0,155.005,34.5,387737.0,178.0,39.5,431327.5,193.0,44.5,476604.5,28.0,33.0,38.0,43.0,48.0
