,SubDivName,medianPrSqFt_2000,medianHage_2000,medianHPrice_2000,medianPrSqFt_2005,medianHage_2005,medianHPrice_2005,medianPrSqFt_2010,medianHage_2010,medianHPrice_2010,medianPrSqFt_2015,medianHage_2015,medianHPrice_2015,medianPrSqFt_2020,medianHage_2020,medianHPrice_2020,subDivAge_2000,subDivAge_2005,subDivAge_2010,subDivAge_2015,subDivAge_2020
538,NOTTINGHAM WOODS,75.0,12.0,106493.0,79.0,17.0,102207.0,79.9645,22.0,123498.0,82.0,27.0,120551.0,101.0,32.0,153360.0,void,void,void,void,void
539,NOWELL POINTE,92.0,3.0,167515.0,91.0,8.0,168104.0,140.5155,13.0,250041.0,149.0,18.0,273818.0,187.0,23.0,343231.0,void,void,void,void,void
540,O N LASSITER,174.0,34.0,439154.0,174.0,39.0,439154.0,203.482,44.0,634660.0,199.0,49.0,553666.0,227.0,52.5,680891.0,38.0,43.0,48.0,53.0,58.0
541,OAK FOREST ESTATES,83.0,37.0,141679.0,82.0,42.0,142479.5,114.58250000000001,46.0,214603.0,105.5,51.0,205408.0,128.0,55.0,255796.0,46.0,51.0,56.0,61.0,66.0
542,OAK GROVE,89.5,3.0,121303.0,89.5,8.0,121303.0,117.5835,13.0,156390.5,107.0,18.0,144870.5,140.0,23.0,189217.5,4.0,9.0,14.0,19.0,24.0
543,OAK PARK,78.0,32.0,185779.0,77.0,37.0,187118.0,116.0625,42.0,281465.5,116.0,47.0,284937.5,141.0,52.0,348344.0,void,3.0,8.0,13.0,18.0
544,OAK PARK,78.0,32.0,185779.0,77.0,37.0,187118.0,116.0625,42.0,281465.5,116.0,47.0,284937.5,141.0,52.0,348344.0,39.0,44.0,49.0,54.0,59.0
545,OAK PARK WEST,82.0,15.0,95294.0,82.0,20.0,95295.0,105.26100000000001,25.0,122955.0,102.0,30.0,119194.0,128.0,35.0,150181.5,14.0,19.0,24.0,29.0,34.0
546,OAK RUN TOWNHOMES,74.0,14.0,92384.0,74.0,19.0,92419.0,86.51249999999999,24.0,107667.0,90.0,29.0,112096.0,109.0,34.0,136084.0,13.0,18.0,23.0,28.0,33.0
547,OAK VALLEY,105.0,27.0,217609.0,103.0,32.0,217646.0,177.1955,37.0,381210.0,199.0,42.0,422576.0,213.0,47.0,497677.0,30.0,35.0,40.0,45.0,50.0
548,OAKDALE,116.0,72.0,140794.5,115.0,76.5,142550.5,197.64300000000003,82.0,252938.0,210.0,88.0,303821.0,250.5,94.5,476824.0,115.0,120.0,125.0,130.0,135.0
549,OAKDALE,116.0,72.0,140794.5,115.0,76.5,142550.5,197.64300000000003,82.0,252938.0,210.0,88.0,303821.0,250.5,94.5,476824.0,77.0,82.0,87.0,92.0,97.0
550,OAKVIEW,97.0,40.0,122536.0,106.0,45.0,140374.5,138.9905,50.0,214665.0,144.0,55.0,219658.0,196.0,60.0,250698.0,76.0,81.0,86.0,91.0,96.0
551,OAKVIEW,97.0,40.0,122536.0,106.0,45.0,140374.5,138.9905,50.0,214665.0,144.0,55.0,219658.0,196.0,60.0,250698.0,40.0,45.0,50.0,55.0,60.0
552,OAKWOOD,96.0,80.0,153895.5,94.0,85.0,153354.0,165.825,90.0,307315.0,188.0,95.0,361896.0,240.0,100.0,507603.5,80.0,85.0,90.0,95.0,100.0
553,OAKWOOD GREEN,119.0,7.0,217939.0,118.0,11.5,217987.0,208.386,16.5,386348.0,216.5,21.5,408245.0,272.5,28.0,522840.0,12.0,17.0,22.0,27.0,32.0
554,OAKWOOD MEWS,void,void,313600.0,void,void,313600.0,void,1.0,312250.0,133.0,3.0,403930.5,287.0,5.0,800470.0,void,void,1.0,6.0,11.0
555,OAKWOOD NORTH,411.0,15.0,1394377.0,void,void,void,void,void,void,170.0,1.0,423674.0,211.0,6.0,525981.0,void,void,void,2.0,7.0
556,OLD ENGLISH DOWNS,93.0,17.0,150869.0,92.0,22.0,151634.0,120.9465,27.0,208140.0,132.0,32.0,215861.0,167.0,37.0,276029.0,17.0,22.0,27.0,32.0,37.0
557,OLD FARM,83.0,31.0,121664.0,83.0,36.0,121664.0,110.51899999999999,41.0,164492.5,117.5,46.0,172626.0,150.0,51.0,220557.0,34.0,39.0,44.0,49.0,54.0
558,OLD LEAD MINE PROPERTY,229.5,26.5,894027.5,void,void,void,void,void,void,void,void,void,186.0,3.0,567229.5,void,void,void,void,void
559,OLD WELL AT SUMMERFIELD,96.0,6.0,259061.0,96.0,11.0,261320.0,138.455,16.0,355758.0,140.0,21.0,363615.0,159.0,26.0,415375.0,7.0,12.0,17.0,22.0,27.0
560,OLDE PROVINCE TOWNHOMES,87.0,15.0,109139.5,88.0,20.0,111372.0,100.37299999999999,25.0,127726.0,101.0,30.0,128683.0,134.0,35.0,170765.0,15.0,20.0,25.0,30.0,35.0
561,OLDE RALEIGH,128.0,9.0,503615.0,127.5,13.0,542615.5,188.095,18.0,732121.0,185.0,23.0,731768.5,185.0,28.0,775157.0,14.0,19.0,24.0,29.0,34.0
562,OLDE RALEIGH TOWNHOMES,114.0,3.0,288986.0,111.0,7.0,290698.0,148.714,12.0,396338.0,139.0,17.0,379577.0,152.0,22.0,415210.0,1.0,6.0,11.0,16.0,21.0
563,OLDE TOWNE,106.0,2.0,236152.5,106.5,7.0,243323.5,138.8265,12.0,313829.5,137.0,17.0,319188.5,141.0,22.0,330791.0,void,1.0,6.0,11.0,16.0
564,OLDE TOWNE,106.0,2.0,236152.5,106.5,7.0,243323.5,138.8265,12.0,313829.5,137.0,17.0,319188.5,141.0,22.0,330791.0,6.0,11.0,16.0,21.0,26.0
565,OLEANDER PARK,77.0,2.0,115980.0,81.0,7.0,117282.0,92.02600000000001,12.0,133979.0,96.0,17.0,136973.0,121.0,22.0,170472.0,3.0,8.0,13.0,18.0,23.0
566,OLIVIA S ROOT,170.0,38.5,670411.0,void,6.0,936119.0,void,void,void,void,void,void,void,void,void,void,3.0,8.0,13.0,18.0
567,OLMSTEAD ANDREWS,106.0,3.0,117136.0,106.0,8.0,117136.0,125.057,13.0,166369.0,189.0,18.0,269902.0,219.0,23.0,310241.0,6.0,11.0,16.0,21.0,26.0
568,OXFORD PARK,134.5,42.0,249760.0,132.0,47.0,248018.0,212.6775,52.0,419807.0,211.0,56.0,452015.0,250.0,60.5,600047.5,14.0,19.0,24.0,29.0,34.0
569,OXFORD PARK,134.5,42.0,249760.0,132.0,47.0,248018.0,212.6775,52.0,419807.0,211.0,56.0,452015.0,250.0,60.5,600047.5,44.0,49.0,54.0,59.0,64.0
570,PACE ST,173.0,90.0,223205.0,86.0,95.0,97602.5,171.761,3.0,441253.0,188.0,8.0,483067.0,228.0,13.0,585678.0,void,void,4.0,9.0,14.0
571,PACE STREET VILLAGE,void,void,92400.0,128.0,2.5,264642.5,210.50799999999998,7.5,426510.5,216.5,12.5,467555.5,241.0,17.5,551840.5,0.0,5.0,10.0,15.0,20.0
572,PADDON PLACE TOWNHOMES,76.0,1.0,123958.0,76.0,6.0,123958.0,77.9645,11.0,127219.0,93.0,16.0,153335.0,117.0,21.0,192008.0,2.0,7.0,12.0,17.0,22.0
573,PARK GLEN TOWNHOMES,64.0,12.0,70810.0,64.0,17.0,69439.5,65.115,22.0,72278.0,55.0,27.0,60829.0,78.0,32.0,86779.0,14.0,19.0,24.0,29.0,34.0
574,PARK ROWE TOWNHOMES,void,void,92000.0,164.5,5.5,369257.0,237.5385,11.0,576055.0,212.5,15.5,528503.5,240.5,20.5,609752.5,1.0,6.0,11.0,16.0,21.0
575,PARKER TOWNHOMES,void,void,42000.0,115.0,2.0,155331.0,156.238,7.0,224648.0,148.0,12.0,213613.0,178.0,17.0,259608.0,void,3.0,8.0,13.0,18.0
576,PARKLAND,70.0,49.0,58490.0,70.0,54.0,58035.0,97.573,59.0,81133.0,79.5,64.0,71252.5,101.0,69.0,92448.5,54.0,59.0,64.0,69.0,74.0
577,PARKLYN WOODS,85.0,3.0,225484.0,87.0,8.0,225484.0,115.762,13.0,299102.0,118.5,18.0,313269.0,133.0,23.0,348201.5,4.0,9.0,14.0,19.0,24.0
578,PARLIAMENT POINTE AT GREYSTONE,108.0,8.0,322335.0,108.0,13.0,322335.0,144.373,18.0,457620.0,153.0,23.0,479405.0,168.0,28.0,543064.0,11.0,16.0,21.0,26.0,31.0
579,PATTERSON GREEN,83.0,9.0,94023.5,84.0,14.0,94972.5,92.965,19.0,104006.5,172.5,24.0,186681.0,241.0,29.0,269642.5,9.0,14.0,19.0,24.0,29.0
580,PATTINGTON VILLAGE,void,void,14000.0,87.0,3.0,15500.0,107.275,7.0,178601.0,92.0,12.0,152354.0,113.0,17.0,188591.0,2.0,7.0,12.0,17.0,22.0
581,PAUL AME CHURCH,89.0,5.0,97662.0,89.0,10.0,97662.0,105.0065,15.0,115223.0,97.0,20.0,106290.0,125.5,25.0,137061.0,void,void,void,void,void
582,PEARL & MAE ARNOLD,73.0,37.0,20000.0,73.0,42.0,20000.0,88.425,47.0,159325.0,87.0,52.0,155409.0,114.0,57.0,196676.0,40.0,45.0,50.0,55.0,60.0
583,PEARTREE LANE,102.0,2.0,100791.0,void,void,void,82.585,12.0,82442.0,82.0,17.0,80995.0,122.0,22.0,121251.0,2.0,7.0,12.0,17.0,22.0
584,PECAN ACRES,81.0,38.0,119657.0,81.0,43.0,119688.0,100.164,48.0,151409.0,94.0,53.0,141626.0,123.0,58.0,189915.5,39.0,44.0,49.0,54.0,59.0
585,PECAN TOWNES,76.0,19.0,81906.0,76.0,24.0,81906.0,80.845,29.0,96294.0,90.0,34.0,104373.0,126.0,39.0,148398.0,15.0,20.0,25.0,30.0,35.0
586,PEPPERDYNE,48.0,17.0,198011.0,48.0,22.0,198011.0,74.217,27.0,307629.0,73.0,32.0,303945.5,95.0,37.0,370979.0,17.0,22.0,27.0,32.0,37.0
587,PEPPERDYNE III,54.0,16.0,221391.0,54.0,21.0,221391.0,71.85600000000001,26.0,298347.0,71.0,31.0,294008.0,87.0,36.0,359950.0,17.0,22.0,27.0,32.0,37.0
588,PERRY SAFRAN,73.5,18.5,134786.0,73.5,23.5,134786.0,88.56649999999999,28.5,160927.0,78.5,33.5,142143.5,125.0,38.5,227081.5,19.0,24.0,29.0,34.0,39.0
589,PETTIGREW PLACE,void,void,54000.0,void,void,54000.0,void,void,void,void,void,void,void,void,void,void,void,void,void,void
590,PHELPS,98.0,51.0,129744.0,91.0,56.0,129744.0,183.228,61.0,221539.0,174.0,69.0,248821.0,195.5,71.0,576307.5,50.0,55.0,60.0,65.0,70.0
591,PHOENIX PROPERTIES,void,void,20000.0,void,void,20000.0,176.5205,2.0,339209.5,173.0,7.0,345346.0,274.0,12.0,572382.0,void,void,4.0,9.0,14.0
592,PICKWICK VILLAGE,80.0,22.0,148535.0,79.5,27.0,148535.0,102.4725,32.0,191761.0,110.0,37.0,210208.0,136.0,42.0,255242.0,21.0,26.0,31.0,36.0,41.0
593,PINE KNOLL TOWNHOMES,void,void,928000.0,void,void,22000.0,94.955,3.0,138274.0,90.0,8.0,131011.0,114.0,13.0,163916.0,void,0.0,5.0,10.0,15.0
594,PINE RIDGE,67.0,15.0,80270.0,67.0,20.0,80618.0,74.252,25.0,91337.0,72.0,30.0,89551.5,107.0,35.0,132544.5,15.0,20.0,25.0,30.0,35.0
595,PINECREST,83.0,41.0,87223.0,84.0,46.0,89343.0,114.51299999999999,51.0,123462.0,117.0,56.0,130743.5,158.0,61.0,177842.0,53.0,58.0,63.0,68.0,73.0
596,PINECREST,83.0,41.0,87223.0,84.0,46.0,89343.0,114.51299999999999,51.0,123462.0,117.0,56.0,130743.5,158.0,61.0,177842.0,40.0,45.0,50.0,55.0,60.0
597,PINECREST,83.0,41.0,87223.0,84.0,46.0,89343.0,114.51299999999999,51.0,123462.0,117.0,56.0,130743.5,158.0,61.0,177842.0,6.0,11.0,16.0,21.0,26.0
598,PINEVIEW,73.0,40.0,142732.0,73.0,45.0,142732.0,105.711,50.0,215459.0,107.0,55.0,219502.0,142.0,60.0,290540.0,41.0,46.0,51.0,56.0,61.0
599,PLANTATION ROAD,122.0,45.0,178457.0,122.0,50.0,178457.0,146.424,3.0,466799.0,166.0,5.0,529776.0,206.0,10.0,657571.0,void,void,4.0,9.0,14.0
600,PLATEAU WOODS,78.0,27.0,166283.0,77.0,32.0,166620.0,112.031,37.0,238850.0,116.0,42.0,258486.0,131.0,47.0,292147.0,29.0,34.0,39.0,44.0,49.0
601,PLEASANT GROVE,void,void,52000.0,126.0,4.0,264221.5,149.668,9.0,314337.0,133.5,14.0,289563.5,181.5,19.0,393132.5,1.0,6.0,11.0,16.0,21.0
602,PLEASANT HILLS,92.0,10.0,370239.5,92.0,15.0,370239.5,142.923,12.0,452639.0,161.0,21.0,765347.5,170.5,16.5,791891.5,13.0,18.0,23.0,28.0,33.0
603,PLEASANT POINTE,void,void,70250.0,void,void,70250.0,void,void,void,void,void,void,187.0,3.0,561334.0,void,void,void,2.0,7.0
604,PLEASANT RIDGE ESTATES,77.0,32.0,107974.0,76.0,37.0,108658.0,98.4325,42.0,140547.0,108.0,47.0,154460.0,149.0,52.0,215368.0,17.0,22.0,27.0,32.0,37.0
605,PLYMOUTH COURT,78.5,14.0,97105.5,void,19.0,97105.5,111.41,24.0,129181.0,103.5,29.0,137598.0,155.0,34.0,202446.0,14.0,19.0,24.0,29.0,34.0
606,POWELL DRIVE,78.0,47.0,196768.0,78.0,52.0,196768.0,117.926,57.0,297528.0,139.0,62.0,349441.0,219.0,2.0,595423.0,void,void,void,void,void
607,POWELL TOWNES,185.0,50.0,203747.0,void,void,20000.0,99.80799999999999,4.0,155193.5,111.0,9.0,172016.0,145.0,14.0,225480.5,void,0.0,5.0,10.0,15.0
608,PRESERVATION HOMES,93.5,52.0,149123.0,87.0,57.0,111859.5,210.426,4.0,826127.0,222.5,9.5,830081.0,234.5,14.5,944637.0,void,0.0,5.0,10.0,15.0
609,PT ALLEY,56.0,78.5,58276.0,55.0,82.5,60004.0,75.633,88.5,84694.0,85.0,93.0,94948.0,148.5,98.0,163084.0,89.0,94.0,99.0,104.0,109.0
610,PULLEN PARK TERRACE,78.0,58.0,78965.0,78.0,63.0,78965.0,152.26999999999998,69.0,160906.0,159.0,74.0,179912.0,194.0,78.5,229579.5,50.0,55.0,60.0,65.0,70.0
611,QUAIL FOREST,87.0,20.0,122266.0,87.0,25.0,122266.0,105.4795,30.0,141414.5,122.0,35.0,164881.0,146.0,40.0,199349.5,21.0,26.0,31.0,36.0,41.0
612,QUAIL HOLLOW,81.0,31.0,178663.5,80.0,36.0,178524.0,110.023,41.0,249337.0,129.0,46.0,294804.0,164.0,51.0,374874.0,30.0,35.0,40.0,45.0,50.0
613,QUAIL MEADOWS,79.0,29.0,138381.0,void,34.0,138638.0,109.83449999999999,39.0,190281.0,116.0,44.0,205817.0,155.0,49.0,271730.0,29.0,34.0,39.0,44.0,49.0
614,QUAIL POINTE,109.0,5.0,251786.5,108.5,9.5,253521.5,146.47750000000002,14.5,352134.0,154.0,19.5,355202.0,186.0,24.5,437572.0,6.0,11.0,16.0,21.0,26.0
615,QUAIL RIDGE,56.0,27.0,150469.0,56.0,32.0,150469.0,69.038,37.0,190355.0,80.0,42.0,216857.0,111.0,47.0,300971.0,27.0,32.0,37.0,42.0,47.0
616,QUARRY HILL,43.0,45.0,44548.0,44.0,49.0,45665.5,66.382,54.0,74090.5,66.0,59.0,76033.0,155.0,62.0,173614.0,89.0,94.0,99.0,104.0,109.0
617,R H EAKLEY,55.0,44.0,94389.5,52.5,49.0,94389.5,100.3065,54.0,178038.0,135.5,59.0,232021.5,202.0,64.0,345961.0,44.0,49.0,54.0,59.0,64.0
618,"RAINTREE PH1, 2",81.0,22.0,146474.0,81.0,27.0,145705.0,112.495,32.0,205148.0,119.0,37.0,219209.0,155.0,42.0,282556.0,void,void,void,void,void
619,RAINTREE PH3,80.0,19.0,148506.0,79.0,24.0,151172.0,110.0855,29.0,211081.0,116.0,34.0,225255.0,150.0,39.0,290090.5,20.0,25.0,30.0,35.0,40.0
620,RALEY PROPERTY,void,void,57200.0,115.0,4.0,349901.0,145.82399999999998,9.0,451594.0,146.0,14.0,463843.0,176.5,19.0,556442.0,0.0,5.0,10.0,15.0,20.0
621,RALINA,121.0,47.0,252589.0,120.0,51.0,260533.0,210.0,57.5,553541.0,225.0,61.0,618314.0,251.0,66.0,672305.0,62.0,67.0,72.0,77.0,82.0
622,RAMBLESTONE,100.0,16.0,146633.0,93.0,21.0,174192.0,172.4735,26.0,323382.0,180.0,31.0,324472.0,226.0,36.0,424104.0,18.0,23.0,28.0,33.0,38.0
623,RAMBLEWOOD,149.0,32.0,518184.0,155.0,37.0,656959.0,215.35199999999998,40.5,783876.0,235.0,46.0,861292.0,void,void,void,33.0,38.0,43.0,48.0,53.0
624,RAMSGATE HEIGHTS,void,void,177600.0,78.0,5.0,140312.0,98.67699999999999,10.0,176687.0,106.0,15.0,192733.0,134.5,20.0,248860.0,1.0,6.0,11.0,16.0,21.0
625,RAWLS & PHILLIPS,82.0,38.0,53519.0,90.0,42.0,229946.0,97.04899999999999,47.0,193225.0,101.0,52.0,200404.0,105.0,35.0,208664.0,void,void,void,void,void
626,RAWLS PHILLIIPS,67.0,36.0,108315.5,66.0,42.0,123012.0,83.2635,42.0,146467.5,85.5,47.0,146355.0,99.0,52.0,172928.0,void,void,void,void,void
627,RAY LAND,61.0,39.0,81847.0,61.0,44.0,82534.0,106.76899999999999,49.0,162212.0,114.5,54.5,178179.5,145.5,59.5,228893.0,39.0,44.0,49.0,54.0,59.0
628,RENAISSANCE AT VALLEY STREAM,void,void,252000.0,83.0,2.0,106552.0,99.984,6.0,147576.0,85.0,11.0,125551.0,104.0,16.0,152696.0,void,3.0,8.0,13.0,18.0
629,RHINO,72.0,58.0,299375.0,72.0,63.0,299375.0,void,68.0,731277.0,void,void,void,void,void,void,void,void,void,void,void
630,RICHARD & CAROL J ROHDE,177.0,7.0,204750.0,177.5,6.5,614910.5,246.24200000000002,14.5,779644.5,223.0,19.5,773099.0,232.5,24.5,805105.5,10.0,15.0,20.0,25.0,30.0
631,RICHARD P NORDAN,119.5,74.0,170717.5,105.0,83.0,159709.0,248.18,84.0,308192.0,206.0,85.0,274249.0,236.0,5.0,746343.0,void,void,void,4.0,9.0
632,RICHLAND TOWNES,83.0,14.0,104862.0,83.0,19.0,104862.0,94.64399999999999,24.0,121870.0,108.0,29.0,137477.0,139.0,34.0,171567.0,13.0,18.0,23.0,28.0,33.0
633,RIDGECREST,140.5,60.0,327911.5,138.5,65.0,330982.0,176.30700000000002,40.0,504208.5,196.0,69.5,492866.0,230.0,80.0,602929.0,75.0,80.0,85.0,90.0,95.0
634,RIDGECREST,140.5,60.0,327911.5,138.5,65.0,330982.0,176.30700000000002,40.0,504208.5,196.0,69.5,492866.0,230.0,80.0,602929.0,28.0,33.0,38.0,43.0,48.0
635,RIDGELOCH,91.0,17.0,149763.0,90.0,22.0,151054.0,124.249,27.0,204064.0,136.0,32.0,231332.0,155.0,37.0,271034.0,20.0,25.0,30.0,35.0,40.0
636,RIDGELOCH TOWNHOMES,68.0,20.0,94671.0,68.0,25.0,94671.0,72.335,30.0,101151.0,76.0,35.0,105884.0,114.0,40.0,157525.0,21.0,26.0,31.0,36.0,41.0
637,RIDGEWAY,134.0,47.0,208115.0,133.0,53.0,209287.0,212.896,57.0,399890.0,215.5,61.5,463569.5,250.0,67.0,574883.0,89.0,94.0,99.0,104.0,109.0
638,RIDGEWAY,134.0,47.0,208115.0,133.0,53.0,209287.0,212.896,57.0,399890.0,215.5,61.5,463569.5,250.0,67.0,574883.0,62.0,67.0,72.0,77.0,82.0
639,RIDGEWOOD,111.0,44.0,181194.5,111.0,49.0,181194.5,181.776,54.0,302304.5,193.0,59.0,349587.0,242.0,64.0,447824.0,47.0,52.0,57.0,62.0,67.0
640,RIGNEY,136.0,49.0,242560.5,110.0,54.0,174181.0,185.643,59.0,261359.0,198.0,64.0,284719.0,217.0,71.5,293639.0,void,4.0,9.0,14.0,19.0
641,RIVERBIRCH TOWNSHIP,75.0,17.0,94050.0,75.0,22.0,94050.0,84.04299999999999,27.0,107095.5,79.0,32.0,101142.0,120.0,37.0,152855.0,17.0,22.0,27.0,32.0,37.0
642,ROANOKE PARK,141.0,59.0,169466.0,139.0,64.0,176780.0,215.1585,69.0,353333.0,216.0,74.0,394352.0,254.0,78.0,544101.5,89.0,94.0,99.0,104.0,109.0
643,ROBERT W & AMY J ATTAWAY,74.0,51.0,355509.0,74.0,56.0,355509.0,113.83,61.0,546498.0,113.0,66.0,542338.0,119.0,71.0,571742.0,void,void,2.0,7.0,12.0
644,ROBINS ROOST TOWNHOMES,68.0,13.0,52577.0,56.0,77.0,70902.0,77.6375,23.0,59745.0,76.0,28.0,58167.5,115.0,33.0,88479.0,void,void,void,void,void
645,ROBINWOOD,63.0,33.0,79449.5,64.0,38.0,78776.0,83.354,43.0,104183.0,73.0,48.0,97321.0,106.0,53.0,142193.0,void,void,void,void,void
646,ROCHESTER HEIGHTS,64.0,41.0,68948.0,64.0,46.0,69259.0,83.708,51.0,90088.0,68.0,56.0,75614.0,121.0,61.0,131509.0,41.0,46.0,51.0,56.0,61.0
647,ROCK CLIFF,199.0,40.0,981773.0,196.0,45.0,884023.0,void,void,void,158.0,55.0,768933.0,169.0,60.0,817234.0,42.0,47.0,52.0,57.0,62.0
648,ROCKWOOD ACRES,80.0,36.0,110956.0,80.0,41.0,110956.0,111.24,46.0,162311.0,88.5,51.0,125560.5,210.5,56.0,286771.5,38.0,43.0,48.0,53.0,58.0
649,ROGER SESSIONS,69.0,50.0,56529.0,55.0,55.0,58470.0,81.96600000000001,60.0,78119.0,96.0,65.0,86194.0,216.0,70.0,193496.0,12.0,17.0,22.0,27.0,32.0
650,ROLLINGWOOD,74.5,38.0,94402.0,74.0,43.0,94402.0,83.199,48.0,106541.5,104.0,53.0,136562.0,181.5,58.0,237544.0,45.0,50.0,55.0,60.0,65.0
651,ROSALYNN PLACE,void,void,20000.0,84.0,1.0,91357.0,101.09799999999998,7.0,125673.5,81.0,12.0,100159.0,116.0,17.0,141661.0,void,void,void,void,void
652,ROSEMONT GARDEN,68.0,45.0,88920.0,68.0,49.5,89121.0,80.69800000000001,55.0,106693.0,79.0,60.0,105366.0,118.0,65.0,160208.5,45.0,50.0,55.0,60.0,65.0
653,ROYLENE ACRES,79.0,42.0,124632.0,79.0,47.0,124632.0,111.969,52.0,175475.0,117.0,57.0,182176.0,151.0,62.0,237240.0,46.0,51.0,56.0,61.0,66.0
654,SAGEWOOD,93.0,17.0,220727.0,94.0,22.0,222359.0,130.591,27.0,305417.0,132.0,32.0,312693.0,145.0,37.0,345593.0,21.0,26.0,31.0,36.0,41.0
655,SALEM WOODS,93.5,13.0,183070.0,93.5,18.0,185388.0,129.52700000000002,23.0,255165.5,135.5,28.0,268695.0,151.5,33.0,296281.5,15.0,20.0,25.0,30.0,35.0
656,SALLIE E MOORE,140.0,72.0,222702.5,135.0,77.0,226365.5,228.89050000000003,82.0,469772.0,206.0,87.0,499490.0,267.5,94.0,598672.0,89.0,94.0,99.0,104.0,109.0
657,SAMI & RAYHANA ASSEFI,88.5,3.5,188781.5,88.5,8.5,188781.5,116.03399999999999,13.5,239097.5,110.5,18.5,236845.0,146.5,23.5,313282.0,6.0,11.0,16.0,21.0,26.0
658,SANDY CHASE,92.0,19.0,147237.0,90.0,24.0,149151.0,121.63600000000001,29.0,208288.0,142.5,34.0,236297.0,168.0,39.0,281083.0,20.0,25.0,30.0,35.0,40.0
659,SANS FAMILLE,100.0,20.0,151156.5,99.0,25.0,153046.0,131.903,30.0,206466.5,140.0,35.0,217702.5,203.5,40.0,321051.5,22.0,27.0,32.0,37.0,42.0
660,SARAH BOONE,119.0,17.0,274524.5,119.0,22.0,274524.5,195.31900000000002,27.0,451347.0,192.5,32.0,443820.0,242.5,37.0,547698.0,void,void,3.0,8.0,13.0
661,SASSER HOMES,110.5,44.0,145477.5,110.5,49.0,140196.0,171.8675,54.0,223824.5,182.0,59.0,220297.5,244.5,66.5,326107.0,62.0,67.0,72.0,77.0,82.0
662,SCALES STREET TOWNHOMES,82.0,75.0,135383.0,148.0,5.0,217155.0,179.975,10.0,264632.0,178.0,15.0,283035.0,216.0,20.0,347865.5,0.0,5.0,10.0,15.0,20.0
663,SCARSDALE,72.0,32.0,154458.0,71.0,37.0,149253.0,100.382,42.0,206150.0,108.0,47.0,223142.0,145.0,52.0,298376.0,33.0,38.0,43.0,48.0,53.0
664,SEDGEFIELD WOODS,93.0,3.0,136813.5,92.0,6.0,150451.0,106.774,11.0,175040.5,101.0,16.0,165242.5,141.0,21.0,232665.0,3.0,8.0,13.0,18.0,23.0
665,SEVEN OAKS,80.0,16.0,76892.0,80.0,21.0,76892.0,102.43,26.0,98128.0,96.0,31.0,91968.0,145.0,36.0,138874.0,16.0,21.0,26.0,31.0,36.0
666,SHADES POINTE TOWNHOMES,void,void,48000.0,72.0,4.0,80964.0,89.65299999999999,9.0,100411.0,89.0,14.0,99716.0,112.0,19.0,125265.0,void,4.0,9.0,14.0,19.0
667,SHAMROCK MEADOWS,78.0,29.0,107551.0,78.0,34.0,108023.0,96.679,39.0,133286.0,96.0,44.0,134429.0,126.0,49.0,173773.0,31.0,36.0,41.0,46.0,51.0
668,SHAW RIDGE,50.0,20.0,67300.0,50.0,25.0,67300.0,88.00200000000001,30.0,118979.0,100.5,35.0,135866.0,132.0,40.0,179044.0,20.0,25.0,30.0,35.0,40.0
669,SHERWOOD FOREST,61.0,44.0,95067.0,61.0,49.0,94730.0,67.778,54.0,105770.0,66.0,59.0,106806.0,91.0,64.0,145516.5,void,void,void,void,void
670,SHERYL ACRES,80.0,32.5,130298.0,80.0,37.5,130298.0,100.89,42.5,161383.5,94.0,47.5,154217.0,122.5,52.5,194836.0,36.0,41.0,46.0,51.0,56.0
671,SIMMONS BRANCH TOWNHOMES,79.0,12.0,116644.5,79.0,17.0,116675.5,99.431,22.0,148675.0,106.0,27.0,157925.0,146.0,32.0,218233.0,15.0,20.0,25.0,30.0,35.0
672,SINGLETREE TOWNHOMES,401.0,15.0,250261.0,57.0,20.0,200.0,void,void,void,62.0,30.0,77501.0,106.0,35.0,132410.0,void,void,3.0,8.0,13.0
673,SIR WALTER ESTATES,134.0,36.0,526135.0,111.0,41.0,526135.0,void,void,void,192.0,1.0,534310.0,191.0,5.0,536441.0,void,void,void,2.0,7.0
674,SIR WALTER HILLS,90.0,22.0,287350.0,90.0,27.0,274160.0,138.4225,32.0,394081.0,134.0,37.0,404824.5,147.0,41.0,466049.0,31.0,36.0,41.0,46.0,51.0
675,SIX FORKS,160.0,41.0,179049.0,void,void,void,121.064,7.0,322031.5,120.5,12.0,319188.5,132.5,17.0,354871.0,void,3.0,8.0,13.0,18.0
676,SIX FORKS HILLS,79.0,24.0,92580.0,80.0,29.0,92726.0,105.301,34.0,120765.0,105.0,39.0,120777.0,144.0,44.0,168832.0,28.0,33.0,38.0,43.0,48.0
677,SIX FORKS HILLS,79.0,24.0,92580.0,80.0,29.0,92726.0,105.301,34.0,120765.0,105.0,39.0,120777.0,144.0,44.0,168832.0,34.0,39.0,44.0,49.0,54.0
678,SIX FORKS NORTH,85.0,25.0,105695.0,85.0,30.0,105784.0,113.715,35.0,141457.0,115.0,40.0,142419.0,178.0,45.0,221584.0,21.0,26.0,31.0,36.0,41.0
679,SKYCREST VILLAGE,72.0,18.0,164312.0,76.0,44.0,46677.0,98.18950000000001,47.5,147548.0,93.0,52.0,137886.5,121.5,52.5,173366.0,47.0,52.0,57.0,62.0,67.0
